الرقم المتسلسل,رقم التصنيف المكتبي,اسم الكتاب,الجزء,المؤلف,رقم صفحة السجل,الحالة,المستعير,تاريخ الإعارة,ملاحظات
1,,بنك المعلومات,1,محمد برهوم,1,متوفر,,,
2,,بنك المعلومات,2,محمد برهوم,1,متوفر,,,
3,,بنك المعلومات,3,محمد برهوم,1,متوفر,,,
4,,بنك المعلومات,4,محمد برهوم,1,متوفر,,,
5,,بنك المعلومات,5,محمد برهوم,1,متوفر,,,
6,,بنك المعلومات,6,محمد برهوم,1,متوفر,,,
7,,خطوة خطوة excel,,كورتس,1,متوفر,,,
8,,خطوة خطوة word,,جوليس كوكس,1,متوفر,,,
9,,خطوة خطوة Access,,ستيف لابرت,1,متوفر,,,
10,,الموسوعة الفلسطينية,القسم الثاني,انيس صانع,1,متوفر,,,
11,,الموسوعة الفلسطينية (جغرافيا),المجلد الاول,انيس صانع,1,متوفر,,,
12,,الموسوعة الفلسطينية(تاريخية),المجلد االثاني,انيس صانع,1,متوفر,,,
13,,الموسوعة الفلسطينية(حضارة),المجلد الثالث,انيس صانع,1,متوفر,,,
14,,الموسوعة الفلسطينية(حضارة),المجلد الرابع,انيس صانع,1,متوفر,,,
15,,الموسوعة الفلسطينية(القضية),المجلد الخامس,انيس صانع,1,متوفر,,,
16,,الموسوعة الفلسطينية(القضية),المجلد السادس,انيس صانع,1,متوفر,,,
17,,موسوعة تجارب الاسرى الفلسطيني والعرب,1,فهد ابو الحاج,1,متوفر,,,
18,,موسوعة تجارب الاسرى الفلسطيني والعرب,2,فهد ابو الحاج,1,متوفر,,,
19,,موسوعة الاسعافات الاولية,,صبحي عمران شلش,2,متوفر,,,
20,,الموسوعة العلمية المعاصرة,,احمد شفيق الخطيب,2,متوفر,,,
21,,الموسوعة العلمية المعاصرة,,احمد شفيق الخطيب,2,متوفر,,,
22,,الموسوعة العلمية المعاصرة,,احمد شفيق الخطيب,2,متوفر,,,
23,,تجميل البشرة,,ناهد الحسن,2,متوفر,,,
24,,مشكلات الاطفال اليومية,,دجلاس توم,2,متوفر,,,
25,,العلاج الطبيعي والمساج,,محمود بديع,2,متوفر,,,
26,,الامراض الجلدية,,سمير,2,متوفر,,,
27,,اساسيات تمريض صحة المجتمع,,محمود الطراونة,2,متوفر,,,
28,,موسوعة الصحة والجمال,,ضرغام صالح,2,متوفر,,,
29,,موسوعة في مطبخنا طبيبة,,محمد عبده مغاوري.,2,متوفر,,,
30,,ما هي الثلاسيميا,,رينو فولو,2,متوفر,,,
31,,اطفالنا امراضهم وعلاجهم,,علي الحسن,2,متوفر,,,
32,,لماذا يرن الهاتف,,ريشارد ميد,2,متوفر,,,
33,,موسوعة الاسعافات الاولية,,احمد حجازي,2,متوفر,,,
34,,الموسوعة العلمية,,احمد محمود القاسم,2,متوفر,,,
35,,موسوعة الفلك,,خزعل الماجدي,2,متوفر,,,
36,,موسوعة علماء العرب,,عبد السلام السيد,2,متوفر,,,
37,,موسوعة الكيمياء الشاملة,,حسام خليل,3,متوفر,,,
38,,موسوعة الارقام العددية,,مصطفى فتحي,3,متوفر,,,
39,,موسوعة الكيمياء الشاملة,,حسام خليل,3,متوفر,,,
40,,موسوعة عالمنا,,البير مطلق,3,متوفر,,,
41,,موسوعة عالمنا,,البير مطلق,3,متوفر,,,
42,,موسوعة المعارف العامة,,البير مطلق,3,متوفر,,,
43,,موسوعة جسم الانسان,,احمد الخطيب,3,متوفر,,,
44,,موسوعة جسم الانسان,,البير مطلق,3,متوفر,,,
45,,موسوعة العلوم,,البير مطلق,3,متوفر,,,
46,,موسوعة الحيوانات,,البير مطلق,3,متوفر,,,
47,,موسوعة الحيوانات,,البير مطلق,3,متوفر,,,
48,,موسوعة جسم الانسان,,احمد الخطيب,3,متوفر,,,
49,,الموسوعة العلمية الميسرة,,نقولا شاهين,3,متوفر,,,
50,,العلوم الطبيعية,,عبد الله خطايبة,3,متوفر,,,
51,,اساسيات الجيولوجيا,,ميشيل  كامل,3,متوفر,,,
52,,عالم الكون والفضاء,,اشرف ابو سنينة,3,متوفر,,,
53,,علم الاحياء للهواة,,خير شاهين,3,متوفر,,,
54,,اساسيات الفيزياء,,شاهر ربحي عليان,3,متوفر,,,
55,,الفهرسة المتقدمة والمحوسبة,,ربحي عليان,4,متوفر,,,
56,,الجبر الخطي,,علي التميمي,4,متوفر,,,
57,,موسوعة ينابيع المعرفة,,قاسم الاسدي,4,متوفر,,,
58,,عالم الكيمياء للهواة,,خير شاهين,4,متوفر,,,
59,,التعلم ذلك الكنز المكنون,,جالك ديلور,4,متوفر,,,
60,,علم الطفيليات,,اسماعيل ابو عساف,4,متوفر,,,
61,,علم العشرات,,جاسم الحلو,4,متوفر,,,
62,,اسماك الزينة,,هبة عبيد,4,متوفر,,,
63,,الطيور,,جمانة محمد,4,متوفر,,,
64,,الخيول العربية والعالمية,,محمد سلطان,4,متوفر,,,
65,,موسوعة الابل,,منير عبد الرحيم,4,متوفر,,,
66,,رؤى وآفاق,,افنان دروزة,4,متوفر,,,
67,,رؤى وآفاق,,افنان دروزة,4,متوفر,,,
68,,رؤى وآفاق,,افنان دروزة,4,متوفر,,,
69,,عصارة الافكار في تربية الصغار,,محمود المناصرة,4,متوفر,,,
70,,ابداع,,سوزان باتكروفت,4,متوفر,,,
71,,مدى التلاؤم من خريجي التعليم العالي,,محمود الجعفري,4,متوفر,,,
72,,مدى التلاؤم من خريجي التعليم العالي,,محمود الجعفري,4,متوفر,,,
73,,المنهاج الفلسطيني,,عبد الرحيم الشيخ,5,متوفر,,,
74,,المنهاج الفلسطيني,,عبد الرحيم الشيخ,5,متوفر,,,
75,,الالعاب الحركية والعقلية,,ياسر سلامة,5,متوفر,,,
76,,توظيف الفكير في العملية التعليمية,,عبد الله سلامة,5,متوفر,,,
77,,علم طفلك كيف يفكر,,طارق عامر,5,متوفر,,,
78,,التعليم المبرمج,,ولبر شرم,5,متوفر,,,
79,,التعليم المصغر,,دوايت الن,5,متوفر,,,
80,,مسرحيات مدرسية,,حامد احمد,5,متوفر,,,
81,,التربية السكانية,,عزيز الدويك,5,متوفر,,,
82,,الادغال,,ارمستر سيبري,5,متوفر,,,
83,,السباكة واللحام,,محمود ابو نعيم,5,متوفر,,,
84,,صناعة الورق والطباعة,,هبة عبيد,5,متوفر,,,
85,,لماذا تخلع الثعابين جلدها,,بربارة تايلور,5,متوفر,,,
86,,لماذا تصدر المعدة اصواتاً,,بربارة تايلور,5,متوفر,,,
87,,الرياضيات,,شارلز سولومون,5,متوفر,,,
88,,امسيات علمية,,عفيف دمشقية,5,متوفر,,,
89,,المؤتمر الفلسطيني لتعليم الفيزياء,,وحيد جبران,5,متوفر,,,
90,,رواد الرياضيات,,الفريد هوبر,5,متوفر,,,
91,,علم الفيزياء للهواة,,منير شواهين,6,متوفر,,,
92,,تنمية المهارات الاجتماعية,,ناجي السعايدة,6,متوفر,,,
93,,الصحافة والنشاطات المدرسية,,ياسر سلامة,6,متوفر,,,
94,,اسس التربية,,عزت جرادات,6,متوفر,,,
95,,التدريس الفعال,,عفت الطنطاوي,6,متوفر,,,
96,,التدريس الصفي بالذكاءات,,عزو عفانة,6,متوفر,,,
97,,الموجه الفني لمدرسي اللغة العربية,,عبد العليم ابراهيم,6,متوفر,,,
98,,المفاهيم الرياضية ومهاراتها,,زينات دعنا,6,متوفر,,,
99,,دراسات في تعليم الكبار,,عدنان ابو عمشة,6,متوفر,,,
100,,الحوسبة التعليمية,,منى مطر,6,متوفر,,,
101,,التربية والفن,,ادوين زيجنيلد,6,متوفر,,,
102,,تبسيط الوسائل التعليمية,,ميمي بلعاوي,6,متوفر,,,
103,,التربية والصالح العام,,فيليب فينكس,6,متوفر,,,
104,,الوسائل التعليمية,,بشير الكلوب,6,متوفر,,,
105,,تاريخ التربية,,غنطوس جريس,6,متوفر,,,
106,,التعليم النشط,,مجدي زامل,6,متوفر,,,
107,,التعليم النشط,,مجدي زامل,6,متوفر,,,
108,,التعليم النشط,,مجدي زامل,6,متوفر,,,
109,,التعليم النشط,,مجدي زامل,7,متوفر,,,
110,,توظيف الفكير في العملية التعليمية,,عبد الله سلامة,7,متوفر,,,
111,,النكبة,1,عارف العارف,7,متوفر,,,
112,,النكبة,2,عارف العارف,7,متوفر,,,
113,,النكبة,3,عارف العارف,7,متوفر,,,
114,,الرواد المقدسيون,1,جهاد صالح,7,متوفر,,,
115,,الرواد المقدسيون,2,جهاد صالح,7,متوفر,,,
116,,الرواد المقدسيون,1,جهاد صالح,7,متوفر,,,
117,,الرواد المقدسيون,2,جهاد صالح,7,متوفر,,,
118,,رمال في العيون,,سعد مضية,7,متوفر,,,
119,,حقوق الانسان,,معتصم مشعشع,7,متوفر,,,
120,,الديمقراطية الفلسطينية,,موسى البديري,7,متوفر,,,
121,,دراسات اعلامية,,سميح شبيب,7,متوفر,,,
122,,انتفاضة الاقصى,,احمد القاسم,7,متوفر,,,
123,,فلسطين والاعتداءات الاسرائيلية,,يوسف الحسيني,7,متوفر,,,
124,,دراسات في التراث والهوية,,شريف كناعنة,7,متوفر,,,
125,,الديمقراطية والانتخابات,,وليم نصار,7,متوفر,,,
126,,قف تفكر واعتبر,,عبد الله سلامة,7,متوفر,,,
127,,مدخل في تاريخ الديمقراطية في اوروبا,,عبد الرحمن عبد الغني,8,متوفر,,,
128,,نحو قانون اجتماعي لفلسطين,,بلال البرغوثي,8,متوفر,,,
129,,نحو قانون اجتماعي لفلسطين,,بلال البرغوثي,8,متوفر,,,
130,,كناشة معلم,,محمود العابدي,8,متوفر,,,
131,,دراسات في الديمقراطية ووسائط الاعلام,,لينا الجيوسي,8,متوفر,,,
132,,دراسات في الديمقراطية ووسائط الاعلام,,لينا الجيوسي,8,متوفر,,,
133,,الخطاب النسوي الليبرالي,,اشجان عجور,8,متوفر,,,
134,,حقول الموت,,محمد دراغمة,8,متوفر,,,
135,,قبل وبعد عرفات,,جورج جقمان,8,متوفر,,,
136,,الفلسطينيون على جانب الخط الاحضر,,حسن خضر,8,متوفر,,,
137,,الفلسطينيون على جانب الخط الاحضر,,حسن خضر,8,متوفر,,,
138,,المجتمع المدني,,ناديا ابو زاهر,8,متوفر,,,
139,,الانتخابات والمعارضة في الغرب,,نشأت عبد الفتاح,8,متوفر,,,
140,,الانتخابات والمعارضة في الغرب,,نشأت عبد الفتاح,8,متوفر,,,
141,,الدبلوماسية العامة الفلسطينية,,دلال باجس,8,متوفر,,,
142,,الدبلوماسية العامة الفلسطينية,,دلال باجس,8,متوفر,,,
143,,عن النساء والمقاومة الرواية الاستعمارية,,لاميرة سلمي,8,متوفر,,,
144,,القضية الفلسطينية بين الانقسام والمصالحة,,ظافر الريماوي,8,متوفر,,,
145,,الواقع التنظيمي للحركة الفلسطينية الاسيرة,,اياد الرياحي,9,متوفر,,,
146,,المقاومة الشعبية في فلسطين,,مازن قمحية,9,متوفر,,,
147,,المقاومة الشعبية في فلسطين,,مازن قمحية,9,متوفر,,,
148,,انيس صايغ والمؤسسة الفلسطينية,,سميح شبيب,9,متوفر,,,
149,,شفيق الحوت,,سميح شبيب,9,متوفر,,,
150,,النقد والثورة,,خالد عودة الله,9,متوفر,,,
151,,حركة معلمي المدارس الحكومية,,عمر عساف,9,متوفر,,,
152,,الاسلاميون والديمقراطية,,رجا بهلول,9,متوفر,,,
153,,التربية الديمقراطية,,ماهر الحشوة,9,متوفر,,,
154,,نظريات الانتقال الى الديمقراطية,,جوني عاصي,9,متوفر,,,
155,,تنمية العلاقات الانسانية الديمقراطية,,ابراهيم حافظ,9,متوفر,,,
156,,واقع التميز,,صالح الكفري,9,متوفر,,,
157,,موسوعة المصطلحات والمفاهيم الفلسطينية,,محمد اشتية,9,متوفر,,,
158,,بلدانية فلسطين العربية,,مرمرجي الدوسكي,9,متوفر,,,
159,,بلدانية فلسطين العربية,,مرمرجي الدوسكي,9,متوفر,,,
160,,عام الجراد,,سليم تماري,9,متوفر,,,
161,,مذبحة الخليل,,رحاب العيساوي,9,متوفر,,,
162,,مذبحة الخليل,,رحاب العيساوي,9,متوفر,,,
163,,عكا وقراها,,ناجي مخول,10,متوفر,,,
164,,يافا,,حسن ابراهيم,10,متوفر,,,
165,,ما بعد الازمة,,جورج جقمان,10,متوفر,,,
166,,المدينة على مر العصور,,لويس ممفورد,10,متوفر,,,
167,,قلب الحمار,,عبد الرحيم الشيخ,10,متوفر,,,
168,,موقع حركات الاسلام السياسي,,منذر مشافي,10,متوفر,,,
169,,صورة الذات وصورة الاخر,,زكي العيلة,10,متوفر,,,
170,,التطهير العرقي في فلسطين,,جون بلفر,10,متوفر,,,
171,,انطونيو روبي,,مجير الاحمد,10,متوفر,,,
172,,السياسة النقدية في ظل غياب عملة وطنية,,اسامة حامد,10,متوفر,,,
173,,صناعة البرمجيات,,باسم مكحول,10,متوفر,,,
174,,مشاريع القطاع غير منظم,,مجدي المالكي,10,متوفر,,,
175,,التحول المدني وبذور الانتماء للدولة,,خليل عثامنة,10,متوفر,,,
176,,الاساطير المؤسسة للسياسة الاسرائيلية,,رجاء جارودي,10,متوفر,,,
177,,يوميات الاجتياح والصمود,,يحي يخلف,10,متوفر,,,
178,,مقاومة الاعتقال,,مروان البرغوثي,10,متوفر,,,
179,,الانتفاضة,,اريية شاليف,10,متوفر,,,
180,,الحديقة المرعبة,,تييري ميسان,10,متوفر,,,
181,,موقع حركات الاسلام السياسي,,منذر مشافي,11,متوفر,,,
182,,المسيرة,,اوري سبير,11,متوفر,,,
183,,لواء القدس في اواسط العصر العثماني,,عادل صناع,11,متوفر,,,
184,,السامريون,,اياد الصاحب,11,متوفر,,,
185,,المسجد الاقصى والصخرة المشرفة,,ابراهيم الغني,11,متوفر,,,
186,,تاريخ العرب,,عيسى الحسن,11,متوفر,,,
187,,موسوعة المدن العربية,,امنة ابو حجر,11,متوفر,,,
188,,فلسطين التاريخ المصور,,طارق السويدان,11,متوفر,,,
189,,حدود المكان ووجود الانسان,,اسامة حلبي,11,متوفر,,,
190,,اللد والرملة,,محمد شراب,11,متوفر,,,
191,,القدس,,محمد شراب,11,متوفر,,,
192,,الصمود الدامي,,موفق ياسين,11,متوفر,,,
193,,اضواء على المشهد الثقافي في اسرائيل,,محمد ابو زيد,11,متوفر,,,
194,,تعاليم رجال الاعمال,,لميس البجي,11,متوفر,,,
195,,رمال في العيون,,سعد مضية,11,متوفر,,,
196,,بلعين في المقاومة الشعبية,,ابو علاء منصور,11,متوفر,,,
197,,مراجعة نقدية لمشروع قانون المنافسة الفلسطيني,,باسم مكحول,11,متوفر,,,
198,,عشرة ايام هزت العالم,,بسام ابو شريف,11,متوفر,,,
199,,فلسطين سلام لا تفرقه عنصرية,,جيمي كارتر,12,متوفر,,,
200,,تاريخ القدس القديم,,خزعل الماجدي,12,متوفر,,,
201,,هنا وهناك,,ساري حنفي,12,متوفر,,,
202,,الطائفة السامرية في نابلس,,عدنان عياش,12,متوفر,,,
203,,تاريخ الحروب الصليبية,,محمد مؤنس,12,متوفر,,,
204,,تاريخ الحركة الوطنية الفلسطينية,,هلفي باومنرتن,12,متوفر,,,
205,,مغدوشة,,ممدوح نوفل,12,متوفر,,,
206,,المجتمع الفلسطيني في مواجهة الاحتلال,,مجدي المالكي,12,متوفر,,,
207,,القدس مدينة الله,,يونس مرشد,12,متوفر,,,
208,,تغريبة بني هلال,,عمر ابو النصر,12,متوفر,,,
209,,المؤرخون الفلسطينيون,,صلاح العاوور,12,متوفر,,,
210,,قصة العرب قبل الاسلام,,عمر ابو النصر,12,متوفر,,,
211,,الحياة الاجتماعية في القدس,,صبحي غوشة,12,متوفر,,,
212,,صناعة القرار للقادة,,توماس ساعاتي,12,متوفر,,,
213,,النساء والقضاة والقانون,,نهضة شحادة,12,متوفر,,,
214,,النساء والقضاة والقانون,,نهضة شحادة,12,متوفر,,,
215,,تجارة الممنوعات,,احمد محمد,12,متوفر,,,
216,,القطاع الاقتصادي غير المنظم,,مجدي المالكي,12,متوفر,,,
217,,اصول المحاسبة,,خليل الرفاعي,13,متوفر,,,
218,,القضاء العشائري,,محمد الاعرج,13,متوفر,,,
219,,حقوق الانسان,,محمد علوان,13,متوفر,,,
220,,التحولات الديمقراطية في الاردن,,طالب عوض,13,متوفر,,,
221,,المسألة الوطنية الديمقراطية في فلسطين,,وليد سليم,13,متوفر,,,
222,,العطب والدلالة,,محمد يعقوب,13,متوفر,,,
223,,العطب والدلالة,,محمد يعقوب,13,متوفر,,,
224,,السياسات التجارية الفلسطينية,,محمود الجعفري,13,متوفر,,,
225,,التجارة الخارجية الفلسطينية,,محمود الجعفري,13,متوفر,,,
226,,تقييم الاتفاقات الاقتصادية والتجارية,,عمر عبد الرزاق,13,متوفر,,,
227,,نهضة الفكر في الغرب,,وهدان عويس,13,متوفر,,,
228,,المراقب الاجتماعي,,مجدي المالكي,13,متوفر,,,
229,,المراقب الاجتماعي,,مجدي المالكي,13,متوفر,,,
230,,المراقب الاقتصادي,,عمر عبد الرزاق,13,متوفر,,,
231,,المراقب الاقتصادي,,عمر عبد الرزاق,13,متوفر,,,
232,,الاسواق المالية والدولية,,انس البكري,13,متوفر,,,
233,,عالم الدولار,,جنفر ستاين,13,متوفر,,,
234,,التحرر,,مي الجيوسي,13,متوفر,,,
235,,واقع ومستقبل العلاقات الاقتصادية,,فضل النقيب,14,متوفر,,,
236,,الديمقراطية وحقوق المرأة,,منار الشوربجي,14,متوفر,,,
237,,الديمقراطية وحقوق المرأة,,منار الشوربجي,14,متوفر,,,
238,,حالات الطوارئ,,رزق شقير,14,متوفر,,,
